id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob,_source_csv,source_file,file_id,file_path,detection_start_s,detection_end_s,species_name,detection_probability,presence_label,detection_id,start_s,end_s,label,score,path
95,0.033,0.9775,1.0171,82813,68437,Rhinolophus ferrumequinum,0.033,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.033,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.033,
96,0.034,0.9965,1.0318,112651,93359,Rhinolophus hipposideros,0.034,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.034,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.034,
97,0.045,1.0025,1.0088,54160,32343,Myotis daubentonii,0.04,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Myotis daubentonii,0.045,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.045,
98,0.035,1.0215,1.0536,110662,93359,Rhinolophus hipposideros,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.035,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.035,
99,0.028,1.0225,1.0523,80602,68437,Rhinolophus ferrumequinum,0.028,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.028,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.028,
100,0.137,1.0245,1.0298,53578,28046,Myotis daubentonii,0.104,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Myotis daubentonii,0.137,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.137,
101,0.038,1.0245,1.0344,60821,46093,Pipistrellus pipistrellus,0.028,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,00100_myotis_daubentonii_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.038,absent,00100_myotis_daubentonii_0_1.0.wav.csv#nan-nan,,,absent,0.038,
0,0.067,0.0015,0.0123,28329,22890,Nyctalus leisleri,0.033,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Nyctalus leisleri,0.067,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.067,
1,0.046,0.0015,0.0291,79317,68437,Rhinolophus ferrumequinum,0.046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.046,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.046,
2,0.645,0.0115,0.0176,97398,21171,Myotis nattereri,0.605,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.645,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.645,
3,0.038,0.0215,0.0304,33554,22031,Myotis nattereri,0.012,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.038,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.038,
4,0.032,0.0275,0.0577,111506,93359,Rhinolophus hipposideros,0.032,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.032,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.032,
5,0.693,0.0385,0.0438,92031,19453,Myotis nattereri,0.659,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.693,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.693,
6,0.042,0.0495,0.0594,31084,20312,Myotis nattereri,0.017,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.042,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.042,
7,0.039,0.0495,0.0579,40202,27187,Myotis nattereri,0.013,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.039,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.039,
8,0.039,0.1095,0.1404,111601,93359,Rhinolophus hipposideros,0.039,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.039,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.039,
9,0.631,0.1175,0.1232,98233,22031,Myotis nattereri,0.61,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.631,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.631,
10,0.037,0.1225,0.1276,49212,34062,Myotis bechsteinii,0.009,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis bechsteinii,0.037,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.037,
11,0.037,0.1305,0.1374,58621,19453,Myotis nattereri,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.037,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.037,
12,0.066,0.1335,0.1418,50577,39218,Pipistrellus pipistrellus,0.051,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.066,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.066,
13,0.081,0.1335,0.1395,73054,12578,Myotis nattereri,0.073,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.081,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.081,
14,0.144,0.1345,0.142,54760,46953,Pipistrellus pipistrellus,0.13,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.144,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.144,
15,0.067,0.1405,0.1449,69412,23750,Myotis nattereri,0.055,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.067,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.067,
16,0.044,0.1565,0.1839,81266,68437,Rhinolophus ferrumequinum,0.043,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.044,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.044,
17,0.69,0.1615,0.1671,88928,22890,Myotis nattereri,0.608,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.69,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.69,
18,0.049,0.1635,0.1984,111939,93359,Rhinolophus hipposideros,0.049,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.049,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.049,
19,0.042,0.1675,0.1901,80913,68437,Rhinolophus ferrumequinum,0.041,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.042,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.042,
20,0.048,0.1705,0.1777,41230,22031,Myotis nattereri,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.048,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.048,
21,0.039,0.2315,0.2577,87014,68437,Rhinolophus ferrumequinum,0.039,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.039,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.039,
22,0.666,0.2315,0.237,91704,22890,Myotis nattereri,0.628,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.666,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.666,
23,0.032,0.2565,0.2622,43726,23750,Myotis nattereri,0.021,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.032,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.032,
24,0.036,0.2735,0.3061,111566,93359,Rhinolophus hipposideros,0.036,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.036,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.036,
25,0.037,0.2765,0.3024,81091,68437,Rhinolophus ferrumequinum,0.036,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.037,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.037,
26,0.668,0.2795,0.2851,85957,21171,Myotis nattereri,0.632,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.668,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.668,
27,0.047,0.2865,0.3084,80241,68437,Rhinolophus ferrumequinum,0.046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.047,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.047,
28,0.033,0.2895,0.2951,43822,33203,Barbastellus barbastellus,0.006,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Barbastellus barbastellus,0.033,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.033,
29,0.056,0.2895,0.2943,53773,24609,Myotis nattereri,0.043,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.056,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.056,
30,0.034,0.3055,0.3149,56374,50390,Pipistrellus pipistrellus,0.025,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.034,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.034,
31,0.04,0.3335,0.3656,110912,93359,Rhinolophus hipposideros,0.04,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.04,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.04,
32,0.036,0.3395,0.3669,81920,68437,Rhinolophus ferrumequinum,0.036,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.036,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.036,
33,0.039,0.3415,0.3481,69394,41796,Myotis nattereri,0.021,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.039,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.039,
34,0.468,0.3435,0.3479,88602,22890,Myotis nattereri,0.456,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.468,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.468,
35,0.035,0.3435,0.3516,59990,48671,Pipistrellus pipistrellus,0.03,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.035,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.035,
36,0.107,0.3515,0.358,61650,24609,Myotis nattereri,0.093,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.107,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.107,
37,0.033,0.3515,0.3586,51785,43515,Pipistrellus pipistrellus,0.027,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.033,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.033,
38,0.119,0.3515,0.3569,76806,12578,Myotis nattereri,0.109,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.119,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.119,
39,0.042,0.3545,0.3837,110977,93359,Rhinolophus hipposideros,0.042,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.042,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.042,
40,0.038,0.3785,0.3834,58989,39218,Myotis nattereri,0.02,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.038,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.038,
41,0.035,0.3795,0.3856,57757,23750,Myotis nattereri,0.028,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.035,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.035,
42,0.042,0.4015,0.4314,111841,93359,Rhinolophus hipposideros,0.042,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.042,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.042,
43,0.035,0.4065,0.4128,51008,38359,Myotis nattereri,0.013,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.035,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.035,
44,0.563,0.4105,0.4147,82939,22031,Myotis nattereri,0.551,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.563,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.563,
45,0.032,0.4115,0.4199,58315,50390,Pipistrellus pipistrellus,0.018,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.032,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.032,
46,0.043,0.4555,0.4879,111414,93359,Rhinolophus hipposideros,0.043,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.043,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.043,
47,0.683,0.4645,0.47,90818,21171,Myotis nattereri,0.657,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.683,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.683,
48,0.037,0.4695,0.4749,47266,33203,Myotis daubentonii,0.007,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis daubentonii,0.037,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.037,
49,0.042,0.5295,0.5342,39476,25468,Myotis nattereri,0.016,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.042,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.042,
50,0.035,0.5385,0.5698,111462,93359,Rhinolophus hipposideros,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.035,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.035,
51,0.145,0.5445,0.5494,102124,12578,Myotis nattereri,0.137,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.145,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.145,
52,0.598,0.5455,0.5506,95636,22031,Myotis nattereri,0.572,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.598,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.598,
53,0.052,0.5495,0.5733,80404,68437,Rhinolophus ferrumequinum,0.05,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.052,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.052,
54,0.732,0.5935,0.5992,79846,22890,Myotis nattereri,0.649,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Myotis nattereri,0.732,present,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,present,0.732,
55,0.037,0.5985,0.606,46639,36640,Nyctalus leisleri,0.008,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Nyctalus leisleri,0.037,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.037,
56,0.035,0.6315,0.6594,110936,93359,Rhinolophus hipposideros,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.035,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.035,
57,0.038,0.6535,0.6827,81062,68437,Rhinolophus ferrumequinum,0.038,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.038,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.038,
58,0.05,0.6555,0.6857,110933,93359,Rhinolophus hipposideros,0.05,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,00178_myotis_nattereri_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.05,absent,00178_myotis_nattereri_0_1.0.wav.csv#nan-nan,,,absent,0.05,
